SMILES,BBB+/BBB-
CCC,BBB+
CCC(=O)C(CCN(C)C)(c1ccccc1)c1ccccc1,BBB+
CCC(=O)C(c1ccccc1)(c1ccccc1)C(C)CN(C)C,BBB+
CCC(=O)C1(N2CCCCC2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,BBB+
CCC(=O)C1(O)CCC2C3CC=C4CC(=O)CCC4(C)C3C(O)CC21C,BBB+
CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1,BBB+
CCC(=O)N(c1ccc(Cl)c(Cl)c1)C1CCCC1N(C)C,BBB+
CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1,BBB+
CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCc2ccccc2)CC1,BBB+
CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1,BBB+
CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCc2ccccc2)CC1C,BBB+
CCC(=O)N(c1ccccc1F)C1(c2ccccc2)CCN(CCn2nnn(CC)c2=O)CC1,BBB+
CCC(=O)N1CCN(C(=O)OC2C3=C(SCCS3)C(=O)N2c2ccc3ccc(Cl)nc3n2)CC1,BBB+
CCC(=O)Nc1ccc(O)cc1,BBB+
CCC(=O)OC1(c2ccccc2)CCN(C)CC1C,BBB+
CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(Cl)C(O)CC21C,BBB+
CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C,BBB+
CCC(=O)OCC(=O)C1(OC(=O)CC)C(C)CC2C3C(Cl)C=C4CC(=O)C=CC4(C)C3C(O)CC21C,BBB+
CCC(=O)OCC(=O)C12OC(C)(C)OC1CC1C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC12C,BBB+
CCC(=O)OC1(C(=O)CCl)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C,BBB+
CCC(=O)OC1(C(=O)COC(C)=O)CCC2C3CC=C4CC(=O)CCC4(C)C3C(O)CC21C,BBB+
CCC(=O)OC1(C(=O)COC(C)=O)CCC2C3CC(C)=C4CC(=O)C=CC4(C)C3C(O)CC21C,BBB+
CCC(=O)OC1(C(=O)COC)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C,BBB+
CCC(=O)OC1(C(=O)SC)C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,BBB+
CCC(=O)OC1(C(=O)SCCl)C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,BBB+
CCC(=O)OC1(C(=O)SCF)C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,BBB+
CCC(=O)OC1(c2ccccc2)CCN(C)CC1CC,BBB+
CCC(=O)c1ccc2c(c1)N(CC(C)N(C)C)c1ccccc1S2,BBB+
CCC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2,BBB+
CCC(Br)(C(N)=O)C(C)C,BBB+
CCC(Br)(CC)C(=O)NC(=O)NC(C)=O,BBB+
CCC(Br)(CC)C(=O)NC(N)=O,BBB+
CCC(C(=O)NC(N)=O)c1ccccc1,BBB+
CCC(C(=O)OCCN1CCOC(c2ccccc2)C1C)c1ccccc1,BBB+
CCC(C)(CC)OC(N)=O,BBB+
CCC(C)(O)C1CC23C=CC1(OC)C1Oc4c(OC)ccc5c4C12CCN(CC1CC1)C3C5,BBB+
CCC(C)(S(=O)(=O)CC)S(=O)(=O)CC,BBB+
CCC(C)C(C)(COC(N)=O)COC(=O)NC(C)C,BBB+
CCC(C)C(C)(COC(N)=O)COC(N)=O,BBB+
CCC(C)C(CC)C(=O)NC(N)=O,BBB+
CCC(C)C(CC)C(N)=O,BBB+
CCC(C)C1(CC)C(=O)NC(=O)NC1=O,BBB+
CCC(CC)(CNC(=O)CCCO)c1cccc(OC)c1,BBB+
CCC(N)Cc1c[nH]c2ccccc12,BBB+
CCC(O)(COC(N)=O)c1ccccc1,BBB+
CCC(O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,BBB+
CCC(OC(C)=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1,BBB+
CCC(OC(N)=O)C1CCCCC1,BBB+
CCC1(C)CC(=O)NC(=O)C1,BBB+
CCC1(C)OC(=O)N(C)C1=O,BBB+
CCC1(C2=CCCCCC2)C(=O)NC(=O)NC1=O,BBB+
CCC1(CC)C(=O)CC=NC1=O,BBB+
CCC1(CC)C(=O)NC(=O)N(C)C1=O,BBB+
CCC1(CC)C(=O)NC(=O)N(c2ccccc2)C1=O,BBB+
CCC1(CC)C(=O)N=CC(C)C1=O,BBB+
CCC1(CC)C(=O)NCC(C)C1=O,BBB+
CCC1(CC)OC2CC3C4CC=C5CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,BBB+
CCC1(O)CCN2CCc3ccc(C)cc3C2C1,BBB+
CCC1(c2ccccc2)C(=O)N(COC)C(=O)N(COC)C1=O,BBB+
CCC1(c2ccccc2)C(=O)NC(=O)N(C(=O)c2ccccc2)C1=O,BBB+
CCC1(c2ccccc2)C(=O)NC(=O)N(C)C1=O,BBB+
CCC1(c2ccccc2)C(=O)NC(=O)N1C,BBB+
CCC1(c2ccccc2)CCC(=O)NC1=O,BBB+
CCC1(c2ccccc2)NC(=O)N(C)C1=O,BBB+
CCC1(c2ccccc2)NCC(=O)NC1=O,BBB+
CCC1(c2ccccc2)OCC(C2CCCCN2)O1,BBB+
CCC12CCN(CC3CC3)C(Cc3ccc(O)cc31)C2(C)C,BBB+
CCC12CCN(CC3CCC3)C(Cc3ccc(O)cc31)C2(C)C,BBB+
CCC1C(=O)NC(=O)C1(C)c1ccccc1,BBB+
CCCC(=O)N(C)Cc1c(-c2ccc(Cl)cc2)nc2ccccn12,BBB+
CCCC(=O)OC1(C(=O)CCl)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(=O)CC21C,BBB+
CCCC(=O)OC1(C(=O)CO)CCC2C3CC=C4CC(=O)CCC4(C)C3C(O)CC21C,BBB+
CCCC(=O)OC1(C(=O)COC(=O)CC)CCC2C3CC=C4CC(=O)CCC4(C)C3C(O)CC21C,BBB+
CCCC(=O)OC1(C(=O)COC(C)=O)CCC2C3CC(C)=C4CC(=O)CCC4(C)C3C(O)CC21C,BBB+
CCCC(=O)OC1(C(=O)COC(C)=O)CCC2C3CC(F)C4=CC(=O)C=CC4(C)C3(F)C(O)CC21C,BBB+
CCCC(=O)OC1(C(=O)COC(C)=O)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(Cl)C(O)CC21C,BBB+
CCCC(=O)OC1(C(C)=O)CCCC2C3CC=C4CC(=O)C=CC4(C)C3C(O)CC21C,BBB+
CCCC(C(=O)c1ccc(C)cc1)N1CCCC1,BBB+
CCCC(C)(O)C1CC23C=CC1(OC)C1Oc4c(O)ccc5c4C12CCN(C)C3C5,BBB+
CCCC(C)C1(CCSC)C(=O)NC(=S)NC1=O,BBB+
CCCC(CC)C1(CC)C(=O)NC(=O)NC1=O,BBB+
CCCC(CC)C1(CC)C(=O)NC(=S)NC1=O,BBB+
CCCC(CCC)(CCC)C(N)=O,BBB+
CCCC(CCC)C(=O)OCOC(=O)C(C)(C)C,BBB+
CCCC(CCC)C(N)=O,BBB+
CCCC(Cc1ccccc1)N1CCCC1,BBB+
CCCC(O)Cl,BBB+
CCCC1(C)COB(c2ccc(C)cc2)OC1,BBB+
CCCCC(=O)OC1(C(=O)CO)CCC2C3CC=C4CC(=O)C=CC4(C)C3C(O)CC21C,BBB+
CCCCC(=O)OC1(C(=O)CO)CCC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC21C,BBB+
CCCCC(=O)OC1(C(=O)CO)CCC2C3CC=C4CC(=O)CCC4(C)C3C(O)CC21C,BBB+
CCCCC(=O)OC1(C(=O)CO)C(C)CC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C,BBB+
CCCCC(CC)CNC(=O)CC(C)O,BBB+
CCCCCC(=NOCCN)c1ccc(C)c(N)c1,BBB+
CCCCC1(CCOC(N)=O)C(=O)NC(=O)NC1=O,BBB+
CCCCCC(=O)CCC1(C)C2Cc3ccc(O)cc3C1(C)CCN2C,BBB+
CCCCCC(=O)OCC(=O)C1C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC21C,BBB+
CCCCCC(C)C(C)c1cc(OC(=O)CCCN2CCCCCC2)c2c(c1)OC(C)(C)C1=C2CC(C)CC1,BBB+
CCCCCC(N)C(O)(c1ccccc1)c1ccccc1,BBB+
CCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,BBB+
CCCCCCC(C)(C)c1cc(O)c2c(c1)OC(C)(C)C1CCC(=O)CC21,BBB+
CCCCCCC(C)NN,BBB+
CCCCCCCCCC(=O)OC1(c2ccc(Br)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,BBB+
CCCCCCCCCC(=O)OC1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,BBB+
CCCCCCCCCC1(C)OCC(COC(N)=O)O1,BBB+
CCCCCCCCCCCCCC(=O)OC1C=CC2C3Cc4ccc(OCc5ccccc5)c5c4C2(CCN3C)C1O5,BBB+
CCCCCCCCCCCCCCCC(=O)OCCC1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,BBB+
CCCCCCCCCCCCCCCCCC(=O)OCC(=O)OCC(=O)C1(O)CCC2C3CC=C4CC(=O)C=CC4(C)C3C(O)CC21C,BBB+
CCCCCCCCCCOc1c(OC)cc(C(N)=O)cc1OC,BBB+
CCCCCCCCCNc1ncnc2[nH]ccc12,BBB+
CCCCCCCNC(=O)Oc1ccc2c(c1)C1(C)CCN(C)C1N2C,BBB+
CCCCCCN1CCC(C(=O)N(C)CC)(c2ccccc2)CC1,BBB+
CCCCCCOc1nsnc1C1=CCCN(C)C1,BBB+
CCCCCCSc1nsnc1C1=CCCN(C)C1,BBB+
CCCCCNCC(N)=O,BBB+
CCCCCNC12C=CC(=O)C3Oc4c(O)ccc5c4C31CCN(C)C2C5,BBB+
CCCCCn1ccc(=O)c(O)c1C,BBB+
CCCCN1C(=O)C2C(=O)N(CCCCN3CCN(c4ccccc4OC)CC3)C(=O)C(C1=O)C2(C)C,BBB+
CCCCN=C(c1cc(Cl)ccc1O)c1ccccc1Cl,BBB+
CCCCNC(=O)OCC(C)(CCC)COC(N)=O,BBB+
CCCCNCC1COc2cccc(OCC)c2O1,BBB+
CCCCNCC1COc2ccccc2O1,BBB+
CCCCNc1c(C(=O)OCC)c(C)nc2c1cnn2CC,BBB+
CCCCNc1c(C(=O)OCC)cnc2c1cnn2CC,BBB+
CCCCOC(=O)C(=O)C1C(C)CC2C3CC(F)C4=CC(=O)C=CC4(C)C3C(O)CC21C,BBB+
CCCCOCC(CN1C(=O)N(CC(COCCCC)OC(N)=O)C(=O)C(CC)(c2ccccc2)C1=O)OC(N)=O,BBB+
CCCCOCC(CN1C(=O)NC(=O)C(CC)(c2ccccc2)C1=O)OC(N)=O,BBB+
CCCCSc1ccc(C(SCCN(C)C)c2ccccc2)cc1,BBB+
CCCCn1c(=O)c2c(ncn2CC(C)=O)n(CCCC)c1=O,BBB+
CCCCn1ccc(=O)c(O)c1C,BBB+
CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12,BBB+
CCCN(CCC)C1Cc2cccc3cc(O)cc(c23)C1,BBB+
CCCN(CCCCN1C(=O)CC2(CCCC2)CC1=O)C1COc2cccc(OC)c2C1,BBB+
CCCN(c1ccncc1)n1ccc2ccccc21,BBB+
CCCN1CC(NS(=O)(=O)N(CC)CC)CC2Cc3c(O)cccc3CC21,BBB+
CCCN1CC=C(c2c[nH]c3ccc(Cl)cc23)CC1,BBB+
CCCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,BBB+
CCCNC(=O)N1CC(c2ccccc2)OC1=O,BBB+
CCCNC(=O)c1ccc2c(c1)N(C(C)CN1CCCC1)c1ccccc1S2,BBB+
CCCOC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)C(CN2CCCC2)C1,BBB+
CCCOC(=O)c1cncn1C(C)c1ccccc1,BBB+
CCCSc1ccccc1N1CCN(CCCCn2c(=O)[nH]c3ccccc3c2=O)CC1,BBB+
CCCC1OC2CC3C4CC(F)C5=CC(=O)C=CC5(C)C4(F)C(O)CC3(C)C2(C(=O)OC(C)OC(=O)OCC)O1,BBB+
CCCC1OC2CC3C4CC(F)C5=CC(=O)CCC5(C)C4(F)C(O)CC3(C)C2(C(=O)CO)O1,BBB+
CCCC(C)(O)C1CC23C=CC1(OC)C1Oc4c(OC(C)=O)ccc5c4C12CCN(C)C3C5,BBB+
CCCC1(c2cccc(O)c2)CCN(C)CC1C,BBB+
CCCl,BBB+
CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,BBB+
CCN(CC)C(=O)C1CN2CCc3cc(OC)c(OC)cc3C2CC1OC(C)=O,BBB+
CCN(CC)C(=O)CNC(=O)c1cc(OC)c(OC)c(OC)c1,BBB+
CCN(CC)C(=O)N1CCN(CCCc2nc3c(c(=O)n(C)c(=O)n3C)n2C)CC1,BBB+
CCN(CC)C(=O)NC1C=C2c3cccc4[nH]cc(c34)CC2N(C)C1,BBB+
CCN(CC)C(=O)NC1CC2c3cccc4[nH]cc(c34)CC2N(C)C1,BBB+
CCN(CC)C(=O)C1C2C=CC(C2)C1C(=O)N(CC)CC,BBB+
CCN(CC)C(=O)C1(c2ccccc2)CC1CN,BBB+
CCN(CC)C(=O)c1cccnc1,BBB+
CCN(CC)C(C)CN1c2ccccc2Sc2ccccc21,BBB+
CCN(CC)CC=C1c2ccccc2Nc2cc(Cl)ccc21,BBB+
CCN(CC)CC(=O)OCC(=O)C1(O)CCC2C3CC=C4CC(=O)C=CC4(C)C3C(O)CC21C,BBB+
CCN(CC)CC(=O)OCC(=O)C1(O)CCC2C3CC=C4CC(=O)CCC4(C)C3C(O)CC21C,BBB+
CCN(CC)CC(=O)Oc1ccc(NC(C)=O)cc1,BBB+
CCN(CC)CCC(=O)N1c2ccccc2Sc2ccc(C(F)(F)F)cc21,BBB+
CCN(CC)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,BBB+
CCN(CC)CCN1c2ccccc2Sc2ccccc21,BBB+
CCN(CC)CCNC(=O)COc1ccc(Cl)cc1,BBB+
CCN(CC)CCNC(=O)COc1ccc(OC)cc1,BBB+
CCN(CC)CCNC(=O)c1cc(Br)c(N)cc1OC,BBB+
CCN(CC)CCNC(=O)c1cc(Cl)cc(Cl)c1OC,BBB+
CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC,BBB+
CCN(CC)CCOC(=O)C(O)(c1ccccc1)c1ccccc1,BBB+
CCN(CC)CCOC1(c2ccc(Cl)cc2)CCCCC1,BBB+
CCN(CC)CCn1cnc2c1c(=O)n(C)c(=O)n2C,BBB+
CCN(CC)S(=O)(=O)NC1CC2c3cccc4[nH]cc(c34)CC2N(C)C1,BBB+
CCN(CC)c1ccc(NC(=O)c2ccccc2N)c(C)c1,BBB+
CCn1c(O)c(-c2ccccc2)[nH]c1=O,BBB+
CCN1CC(CCN2CCOCC2)C(c2ccccc2)(c2ccccc2)C1=O,BBB+
CCN1CCC(=C(c2ccccc2)c2ccccc2)C1,BBB+
CCN1CCCC1CNC(=O)c1cc(C(C)=O)ccc1OC,BBB+
CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)c(N)cc1OC,BBB+
CCN1CCCC1CNC(=O)c1cc(S(=O)(=O)CC)ccc1OC,BBB+
CCN1CCCC1CNC(=O)c1c(OC)ccc(Br)c1OC,BBB+
CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCCCCC3)CC1,BBB+
CCN1CCc2[nH]c3cc(F)c4scc(C)c4c3c2C1,BBB+
CCNc1nc(O)c(-c2ccccc2)o1,BBB+
CCN=C1Nc2ccc(Cl)cc2C(c2ccccc2)S1,BBB+
CCNC(=O)C=Cc1cccc(Br)c1,BBB+
CCNC(=O)N1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1,BBB+
CCNC1(c2ccccc2)CCCCC1,BBB+
CCNC1(c2cccs2)CCCCC1=O,BBB+
CCN=C1Nc2ccc(Cl)cc2C(C)(c2ccccc2)O1,BBB+
CCNCc1c(CSC)cnc(C)c1O,BBB+
CCNC(Cc1ccccc1)C1CCCO1,BBB+
CCOC(=O)C1(c2cccc(O)c2)CCN(C)CC1,BBB+
CCOC(=O)C1(c2ccccc2)CCC=CC1N(C)C,BBB+
CCOC(=O)C1(c2ccccc2)CCN(CCCNc2ccccc2)CC1,BBB+
CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1,BBB+
CCOC(=O)C1N=C(c2ccccc2F)c2cc(Cl)ccc2NC1=O,BBB+
CCOC(=O)CC(O)CC(O)C=CC1=C(c2ccc(F)cc2)c2ccccc2OC12CCCC2,BBB+
CCOC(=O)N(CCN(C)C)c1cccc(C(F)(F)F)c1,BBB+
CCOC(=O)N(Cc1ccccc1)C1CC1,BBB+
CCOC(=O)N1CCC(=O)N(c2ccccc2)c2cc(Cl)ccc21,BBB+
CCOC(=O)N1CCN(C(=O)Cc2ccc(Cl)c(Cl)c2)C(CN2CCCC2)C1,BBB+
CCOC(=O)NC(O)C(Cl)(Cl)Cl,BBB+
CCOC(=O)NNC(C)c1ccccc1,BBB+
CCOC(=O)Nc1ccc(NCc2ccc(F)cc2)cc1N,BBB+
CCOC(=O)OC1(C(=O)OCCl)CCC2C3CC=C4CC(=O)C=CC4(C)C3C(O)CC21C,BBB+
CCOC(=O)OCCC(SC(=O)OCC)=C(C)N(C=O)Cc1cnc(C)nc1N,BBB+
CCOC(=O)OC1(C(=O)COC(=O)CC)CCC2C3CC=C4CC(=O)C=CC4(C)C3C(O)CC21C,BBB+
CCOC(=O)c1[nH]c2cc(OC)c(OC)cc2c1CCN1CCN(c2ccccc2)CC1,BBB+
CCOC(=O)c1cnc2c(cnn2CC)c1NN=C(C)C,BBB+
CCOC(=O)c1cncn1C(C)c1ccc(F)cc1,BBB+
CCOC(=O)c1cncn1C(C)c1ccccc1,BBB+
CCOC(N)=O,BBB+
CCOC1c2ccccc2C(=O)N(C)c2ccccc21,BBB+
CCOC1CCN(C(=O)c2cc(-c3ccccc3)c(=O)n3c2-c2cc(Cl)ccc2CC3)C1,BBB+
CCOC1CC2(C)C(CCC3C4CCC(C(C)=O)C4(C)CC(N(C)C)C32)CC1O,BBB+
CCOc1ccccc1OCC1CNCCO1,BBB+
CCOc1ccccc1OC(c1ccccc1)C1CNCCO1,BBB+
CCS(=O)(=O)C(C)(C)S(=O)(=O)CC,BBB+
CCS(=O)(=O)CCN1C(=O)CN=C(c2ccccc2F)c2cc(Cl)ccc21,BBB+
CCS(=O)(=O)c1ccc(F)cc1,BBB+
CCSC1(SC)CCC2C3CC=C4CC(=O)C=CC4(C)C3(F)C(O)CC21C,BBB+
CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,BBB+
CCC(C)C(=O)OC1CCC=C2C=CC(C)C(CCC3CC(O)CC(=O)O3)C21,BBB+
CCC(NC(=O)c1c(O)c(-c2ccccc2)nc2ccccc12)c1ccccc1,BBB+
CCC(NC(=O)c1c(OCCCN(C)C)c(-c2ccccc2)nc2ccccc12)c1ccccc1,BBB+
CCC1CC(=O)C2Oc3c(OC)ccc4c3C23CCN(CC2CC2)C(C4)C13,BBB+
CCc1c(C)[n+]([NH-])c(-c2ccc(OC)c(OC)c2)c2cc(OC)c(OC)cc12,BBB+
CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2,BBB+
CCc1c(C)[nH]c2c1C(=O)C1CN(C)CCC1C2,BBB+
CCc1c(O)c(=O)ccn1CC,BBB+
CCc1c(OC)nc2nc(-c3noc(C)n3)cn2c1C,BBB+
CCc1c(OC)nc2nc(C(=O)c3ccccc3)cn2c1C,BBB+
CCc1cc2c(s1)-n1c(C)nnc1CN=C2c1ccccc1Cl,BBB+
CCc1ccc2c(c1)N(CC(C)CN(C)C)c1ccccc1S2,BBB+
CCc1ccccc1-n1c(C)nc2ccccc2c1=O,BBB+
CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CC,BBB+
CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1,BBB+
CCn1c2c(c3ccccc31)CCSC2(C)CCN(C)C,BBB+
CCn1cc(C(=O)O)c(=O)c2ccc(Cc3ccccc3)nc21,BBB+
CCn1ccc(=O)c(O)c1C,BBB+
CCn1nc(C)c2c1C(c1ccccc1)=NCC(=O)N2,BBB+
CCn1nnn(CCN2CCC(N(C(=O)COC)c3ccccc3F)C(C)C2)c1=O,BBB+
CN(C(=O)CN(CCO)CCO)c1ccc(Cl)cc1C(=O)c1ccccc1Cl,BBB+
CN(C(=O)CNC(=O)CN)c1ccc(Cl)cc1C(=O)c1ccccc1Cl,BBB+
CN(C(=O)CNC(=O)C(N)CCCCN)c1ccc(Cl)cc1C(=O)c1ccccc1,BBB+
CN(C(=O)CNC1CC1)c1ccc(Cl)cc1C(=O)c1ccccc1Cl,BBB+
CN(C(=O)Cc1ccc(Cl)c(Cl)c1)C1CCCCC1N1CCCC1,BBB+
CN(C(=O)Cc1ccc(Cl)c(Cl)c1)C(CN1CCCC1)c1ccccc1,BBB+
CN(C(=O)Cc1ccc(Cl)c(Cl)c1)C1CCC2(CCCO2)CC1N1CCCC1,BBB+
CN(C)C(=O)C1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1,BBB+
CN(C)C(=O)CCNc1ccc(Br)cc1,BBB+
CN(C)C(=O)COC1c2ccccc2CCc2ccccc21,BBB+
CN(C)C(=O)OC1N=C(c2ccccc2)c2cc(Cl)ccc2N(C)C1=O,BBB+
CN(C)C(=O)c1nc(CNC(=O)CN)n(-c2ccc(Cl)cc2C(=O)c2ccccc2Cl)n1,BBB+
CN(C)C(C)(CO)Cc1ccc(Cl)c(Cl)c1,BBB+
CN(C)CC=C(c1ccc(Br)cc1)c1cccnc1,BBB+
CN(C)c1nc(O)c(-c2ccccc2)o1,BBB+
CN(C)C1CCc2[nH]c3c(F)cc(F)cc3c2C1,BBB+
CN(C)C1CCc2[nH]c3ccccc3c2C1,BBB+
CN(C)CC#CC=C1c2ccccc2C=Cc2ccccc21,BBB+
CN(C)CC(=O)C=C1c2ccccc2CCc2ccccc21,BBB+
CN(C)CC(=O)N1c2ccccc2Sc2ccccc21,BBB+
CN(C)CC(CN1c2ccccc2Sc2ccccc21)N(C)C,BBB+
CN(C)CC(O)C(c1ccccc1)c1ccc(Cl)cc1,BBB+
CN(C)CC(Oc1ccccc1)Oc1ccccc1,BBB+
CN(C)CCC=C1c2ccccc2CSc2ccccc21,BBB+
CN(C)CCC=C1c2ccccc2Sc2ccc(Cl)cc21,BBB+
CN(C)CC1=Cc2ccccc2Sc2ccccc21,BBB+
CN(C)CC1COC2(O1)c1ccccc1COc1ccccc12,BBB+
CN(C)CCC(c1ccccc1)C1CCCCC1,BBB+
CN(C)CCC1(C)OCCC2=C1c1ccccc1C2,BBB+
CN(C)CCC1(c2ccccc2)C=Cc2ccccc21,BBB+
CN(C)CCC=C1c2ccccc2C(C)(C)c2ccccc21,BBB+
CN(C)CCC=C1c2ccccc2Sc2ccccc21,BBB+
CN(C)CCCC1c2ccccc2Nc2ccc(Cl)cc21,BBB+
CN(C)CCCN1c2ccccc2C(C)(C)c2ccccc21,BBB+
CN(C)CCCN1c2ccccc2C(c2ccccc2)=Nc2cccnc21,BBB+
CN(C)CCCN1c2ccccc2C=Cc2ccccc21,BBB+
CN(C)CCCN1c2ccccc2C=Cc2sccc21,BBB+
CN(C)CCCN1c2ccccc2CC(=O)c2ccccc21,BBB+
CN(C)CCCN1c2ccccc2CCc2ccc(C#N)cc21,BBB+
CN(C)CCCN1c2ccccc2Sc2cccnc21,BBB+
CN(C)CCCn1c(=O)c2ccccc2c2ccccc21,BBB+
CN(C)CCCn1c(=O)n(-c2ccccc2)c2cc(Cl)ccc21,BBB+
CN(C)CCCn1c2c(c3ccccc31)CCCCCC2,BBB+
CN(C)CCCn1cc(-c2ccccc2)c(-c2ccccc2)n1,BBB+
CN(C)CCN(C)n1cc(-c2ccccc2)c2ccccc21,BBB+
CN(C)CCN(Cc1cccs1)c1ccccn1,BBB+
CN(C)CCN1C(=O)CC(c2ccccc2)Sc2ccccc21,BBB+
CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21,BBB+
CN(C)CCN1CCN(c2cccc(Cl)c2)C1=O,BBB+
CN(C)CCO,BBB+
CN(C)CCOC(=O)CCC1CCCCC1,BBB+
CN(C)CCOC(=O)COc1ccc(Cl)cc1,BBB+
CN(C)CCOC(C)(c1ccccc1)c1ccc(Cl)cc1,BBB+
CN(C)CCOC(c1ccccc1)c1ccc(Br)cc1,BBB+
CN(C)CCOC(c1ccccc1)c1ccccc1C(C)(C)C,BBB+
CN(C)CCOC1(Cc2ccccc2)CC2CCC1(C)C2(C)C,BBB+
CN(C)CCOC1=Cc2ccccc2Sc2ccc(Cl)cc21,BBB+
CN(C)CCON=C1c2ccccc2CCc2ccccc21,BBB+
CN(C)CCC1(c2ccccc2)CCc2ccccc2C1=O,BBB+
CN(C)CCc1c[nH]c2cccc(OP(=O)(O)O)c12,BBB+
CN(C)CCc1ccccn1,BBB+
CN(C)CCn1cnc2c1c(=O)n(C)c(=O)n2C,BBB+
CN(C)Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1)=NC2,BBB+
CN(C)S(=O)(=O)c1ccc2c(c1)N(CCCN1CCC(CCO)CC1)c1ccccc1S2,BBB+
CN(C)C(CCOc1cccc2ccccc12)c1ccccc1,BBB+
CN(C)c1cnccn1,BBB+
CN(CC=Cc1ccccc1)CCOC(c1ccccc1)c1ccccc1,BBB+
CN(CCCN1c2ccccc2CCc2ccccc21)CC(=O)c1ccc(Cl)cc1,BBB+
CN(CCc1cc2cccc3c2n1-c1ccccc1CC3)Cc1ccccc1,BBB+
CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,BBB+
CN1C(=O)C(O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21,BBB+
CN1C(=O)C(O)N=C(c2ccccc2F)c2cc(Cl)ccc21,BBB+
CN1C(=O)CC(=O)N(c2ccccc2)c2cc(C(F)(F)F)ccc21,BBB+
CN1C(=O)CC(C)(c2ccccc2)C1=O,BBB+
Cn1c(O)cc(-c2ccccc2)c1O,BBB+
CN1C(=O)CC2(CCN(CCCC(=O)c3ccc(F)cc3)CC2)C1=O,BBB+
CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)c(Cl)c1,BBB+
CN1C(=O)CCS(=O)(=O)C1c1ccc(Cl)cc1,BBB+
CN1C(=O)CN(C(N)=O)C(c2ccccc2)c2cc(Cl)ccc21,BBB+
CN1C(=O)CN2CCc3ccccc3C2c2cc(Cl)ccc21,BBB+
CN1C(=O)C=NC(=C2CCCCC2)c2cc(Cl)ccc21,BBB+
CN1C(=O)C=NC(=C2CCCCC2)c2cc([N+](=O)[O-])ccc21,BBB+
